gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0022100023,20211022/OKCHOU,2021-10-22,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612760,HOU,OKC,124,91,21-22
0022100024,20211022/SASDEN,2021-10-22,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612759,DEN,SAS,102,96,21-22
0022100025,20211022/PHXLAL,2021-10-22,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612756,LAL,PHX,105,115,21-22
0022100026,20211022/UTASAC,2021-10-22,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612762,SAC,UTA,101,110,21-22
0022100027,20211023/ATLCLE,2021-10-23,18:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612737,CLE,ATL,101,95,21-22
0022100028,20211023/MIAIND,2021-10-23,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612748,IND,MIA,102,91,21-22
0022100029,20211023/DALTOR,2021-10-23,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612742,TOR,DAL,95,103,21-22
0022100030,20211023/DETCHI,2021-10-23,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612765,CHI,DET,97,82,21-22
0022100031,20211023/NOPMIN,2021-10-23,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612740,MIN,NOP,96,89,21-22
0022100032,20211023/MILSAS,2021-10-23,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612749,SAS,MIL,111,121,21-22
0022100033,20211023/PHXPOR,2021-10-23,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612756,POR,PHX,134,105,21-22
0022100034,20211023/MEMLAC,2021-10-23,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612763,LAC,MEM,114,120,21-22
0022100035,20211024/CHABKN,2021-10-24,16:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612766,BKN,CHA,95,111,21-22
0022100036,20211024/ORLNYK,2021-10-24,19:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612753,NYK,ORL,104,110,21-22
0022100037,20211024/BOSHOU,2021-10-24,19:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612738,HOU,BOS,97,107,21-22
0022100038,20211024/PHIOKC,2021-10-24,19:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612755,OKC,PHI,103,115,21-22
0022100039,20211024/GSWSAC,2021-10-24,21:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612744,SAC,GSW,107,119,21-22
0022100040,20211024/MEMLAL,2021-10-24,21:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612763,LAL,MEM,121,118,21-22
0022100041,20211025/BOSCHA,2021-10-25,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612738,CHA,BOS,129,140,21-22
0022100042,20211025/MILIND,2021-10-25,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612749,IND,MIL,109,119,21-22
0022100043,20211025/DETATL,2021-10-25,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612765,ATL,DET,122,104,21-22
0022100044,20211025/WASBKN,2021-10-25,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612764,BKN,WAS,104,90,21-22
0022100045,20211025/ORLMIA,2021-10-25,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612753,MIA,ORL,107,90,21-22
0022100046,20211025/CHITOR,2021-10-25,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612741,TOR,CHI,108,111,21-22
0022100047,20211025/NOPMIN,2021-10-25,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612740,MIN,NOP,98,107,21-22
0022100048,20211025/CLEDEN,2021-10-25,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612739,DEN,CLE,87,99,21-22
0022100049,20211025/PORLAC,2021-10-25,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612757,LAC,POR,116,86,21-22
0022100050,20211026/PHINYK,2021-10-26,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612755,NYK,PHI,112,99,21-22
0022100051,20211026/GSWOKC,2021-10-26,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612744,OKC,GSW,98,106,21-22
0022100052,20211026/HOUDAL,2021-10-26,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612745,DAL,HOU,116,106,21-22
0022100053,20211026/LALSAS,2021-10-26,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612747,SAS,LAL,121,125,21-22
0022100054,20211026/DENUTA,2021-10-26,22:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612743,UTA,DEN,122,110,21-22
0022100055,20211027/CHAORL,2021-10-27,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612766,ORL,CHA,111,120,21-22
0022100056,20211027/WASBOS,2021-10-27,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612764,BOS,WAS,107,116,21-22
0022100057,20211027/MIABKN,2021-10-27,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612748,BKN,MIA,93,106,21-22
0022100058,20211027/INDTOR,2021-10-27,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612754,TOR,IND,118,100,21-22
0022100059,20211027/ATLNOP,2021-10-27,19:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612737,NOP,ATL,99,102,21-22
0022100060,20211027/MINMIL,2021-10-27,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612750,MIL,MIN,108,113,21-22
0022100061,20211027/LALOKC,2021-10-27,20:00:00,,Paycom Center,Oklahoma City,3,Final,1610612760,1610612747,OKC,LAL,123,115,21-22
0022100062,20211027/SACPHX,2021-10-27,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612758,PHX,SAC,107,110,21-22
0022100063,20211027/MEMPOR,2021-10-27,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612763,POR,MEM,116,96,21-22
0022100064,20211027/CLELAC,2021-10-27,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612739,LAC,CLE,79,92,21-22
0022100065,20211028/DETPHI,2021-10-28,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612765,PHI,DET,110,102,21-22
0022100066,20211028/ATLWAS,2021-10-28,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612737,WAS,ATL,122,111,21-22
0022100067,20211028/NYKCHI,2021-10-28,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612752,CHI,NYK,103,104,21-22
0022100068,20211028/UTAHOU,2021-10-28,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612762,HOU,UTA,91,122,21-22
0022100069,20211028/SASDAL,2021-10-28,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612759,DAL,SAS,104,99,21-22
0022100070,20211028/MEMGSW,2021-10-28,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612763,GSW,MEM,101,104,21-22
0022100071,20211029/ORLTOR,2021-10-29,19:00:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612753,TOR,ORL,110,109,21-22
0022100072,20211029/INDBKN,2021-10-29,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612754,BKN,IND,105,98,21-22
0022100073,20211029/CHAMIA,2021-10-29,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612766,MIA,CHA,114,99,21-22
0022100074,20211029/SACNOP,2021-10-29,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612758,NOP,SAC,109,113,21-22
0022100075,20211029/DALDEN,2021-10-29,22:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612742,DEN,DAL,106,75,21-22
0022100076,20211029/LACPOR,2021-10-29,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612746,POR,LAC,111,92,21-22
0022100077,20211029/CLELAL,2021-10-29,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612739,LAL,CLE,113,101,21-22
0022100078,20211030/BOSWAS,2021-10-30,17:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612738,WAS,BOS,115,112,21-22
0022100079,20211030/ORLDET,2021-10-30,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612753,DET,ORL,110,103,21-22
0022100080,20211030/NYKNOP,2021-10-30,19:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612752,NOP,NYK,117,123,21-22
0022100081,20211030/TORIND,2021-10-30,19:30:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612761,IND,TOR,94,97,21-22
0022100082,20211030/ATLPHI,2021-10-30,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612737,PHI,ATL,122,94,21-22
0022100083,20211030/UTACHI,2021-10-30,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612762,CHI,UTA,107,99,21-22
0022100084,20211030/MIAMEM,2021-10-30,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612748,MEM,MIA,103,129,21-22
0022100085,20211030/SASMIL,2021-10-30,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612759,MIL,SAS,93,102,21-22
0022100086,20211030/OKCGSW,2021-10-30,20:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612760,GSW,OKC,103,82,21-22
0022100087,20211030/DENMIN,2021-10-30,21:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612743,MIN,DEN,91,93,21-22
0022100088,20211030/CLEPHX,2021-10-30,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612739,PHX,CLE,101,92,21-22
0022100089,20211031/SACDAL,2021-10-31,15:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612758,DAL,SAC,105,99,21-22
0022100090,20211031/PORCHA,2021-10-31,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612757,CHA,POR,125,113,21-22
0022100091,20211031/UTAMIL,2021-10-31,19:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612762,MIL,UTA,95,107,21-22
0022100092,20211031/DETBKN,2021-10-31,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612765,BKN,DET,117,91,21-22
0022100093,20211031/HOULAL,2021-10-31,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612745,LAL,HOU,95,85,21-22
0022100094,20211101/CLECHA,2021-11-01,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612739,CHA,CLE,110,113,21-22
0022100095,20211101/SASIND,2021-11-01,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612759,IND,SAS,131,118,21-22
0022100096,20211101/PORPHI,2021-11-01,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612757,PHI,POR,113,103,21-22
0022100097,20211101/WASATL,2021-11-01,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612764,ATL,WAS,118,111,21-22
0022100098,20211101/CHIBOS,2021-11-01,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612741,BOS,CHI,114,128,21-22
0022100099,20211101/TORNYK,2021-11-01,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612761,NYK,TOR,104,113,21-22
0022100100,20211101/DENMEM,2021-11-01,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612743,MEM,DEN,106,97,21-22
0022100101,20211101/ORLMIN,2021-11-01,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612753,MIN,ORL,97,115,21-22
0022100102,20211101/OKCLAC,2021-11-01,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612760,LAC,OKC,99,94,21-22
0022100103,20211102/MILDET,2021-11-02,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612749,DET,MIL,89,117,21-22
0022100104,20211102/MIADAL,2021-11-02,19:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612748,DAL,MIA,110,125,21-22
0022100105,20211102/SACUTA,2021-11-02,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612758,UTA,SAC,119,113,21-22
0022100106,20211102/NOPPHX,2021-11-02,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612740,PHX,NOP,112,100,21-22
0022100107,20211102/HOULAL,2021-11-02,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612745,LAL,HOU,119,117,21-22
0022100108,20211103/PORCLE,2021-11-03,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612757,CLE,POR,107,104,21-22
0022100109,20211103/NYKIND,2021-11-03,19:00:00,,Gainbridge Fieldhouse,Indianapolis,3,Final,1610612754,1610612752,IND,NYK,111,98,21-22
0022100110,20211103/BOSORL,2021-11-03,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612738,ORL,BOS,79,92,21-22
0022100111,20211103/CHIPHI,2021-11-03,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612741,PHI,CHI,103,98,21-22
0022100112,20211103/TORWAS,2021-11-03,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612761,WAS,TOR,100,109,21-22
0022100113,20211103/ATLBKN,2021-11-03,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612737,BKN,ATL,117,108,21-22
0022100114,20211103/DENMEM,2021-11-03,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612743,MEM,DEN,108,106,21-22
0022100115,20211103/LACMIN,2021-11-03,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612746,MIN,LAC,115,126,21-22
0022100116,20211103/DALSAS,2021-11-03,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612742,SAS,DAL,108,109,21-22
0022100117,20211103/CHAGSW,2021-11-03,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612766,GSW,CHA,114,92,21-22
0022100118,20211103/NOPSAC,2021-11-03,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612740,SAC,NOP,112,99,21-22
0022100119,20211104/PHIDET,2021-11-04,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612755,DET,PHI,98,109,21-22
0022100120,20211104/UTAATL,2021-11-04,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612762,ATL,UTA,98,116,21-22
0022100121,20211104/BOSMIA,2021-11-04,19:30:00,,FTX Arena,Miami,3,Final,1610612748,1610612738,MIA,BOS,78,95,21-22
0022100122,20211104/HOUPHX,2021-11-04,22:00:00,,Footprint Center,Phoenix,3,Final,1610612756,1610612745,PHX,HOU,123,111,21-22
