gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0011900017,20191008/HOUTOR,2019-10-08,06:00:00,,Saitama Super Arena,Tokyo,3,Final,1610612761,1610612745,TOR,HOU,134,129,19-20
0011900018,20191008/GUAPHI,2019-10-08,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,15018,PHI,GUA,144,86,19-20
0011900019,20191008/SASMIA,2019-10-08,19:30:00,,American Airlines Arena,Miami,3,Final,1610612748,1610612759,MIA,SAS,107,89,19-20
0011900020,20191008/NZBMEM,2019-10-08,20:00:00,,FedExForum,Memphis,3,Final,1610612763,15020,MEM,NZB,108,94,19-20
0011900021,20191008/DALOKC,2019-10-08,20:00:00,,BOK Center,Tulsa,3,Final,1610612760,1610612742,OKC,DAL,119,104,19-20
0011900022,20191008/MINPHX,2019-10-08,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612750,PHX,MIN,111,106,19-20
0011900023,20191008/DENPOR,2019-10-08,22:30:00,,Veterans Memorial Coliseum,Portland,3,Final,1610612757,1610612743,POR,DEN,94,105,19-20
0011900024,20191009/DALDET,2019-10-09,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612742,DET,DAL,124,117,19-20
0011900025,20191009/GUAWAS,2019-10-09,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,15018,WAS,GUA,137,98,19-20
0011900026,20191009/ORLATL,2019-10-09,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612753,ATL,ORL,88,97,19-20
0011900027,20191009/MIACHA,2019-10-09,19:30:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612748,CHA,MIA,94,108,19-20
0011900028,20191009/NOPCHI,2019-10-09,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612740,CHI,NOP,125,127,19-20
0011900029,20191009/UTAMIL,2019-10-09,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612762,MIL,UTA,133,99,19-20
0011900030,20191010/TORHOU,2019-10-10,06:00:00,,Saitama Super Arena,Tokyo,3,Final,1610612745,1610612761,HOU,TOR,118,111,19-20
0011900031,20191010/BKNLAL,2019-10-10,07:30:00,,Mercedes-Benz Arena,"Shanghai, China",3,Final,1610612747,1610612751,LAL,BKN,111,114,19-20
0011900032,20191010/NZBOKC,2019-10-10,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,15020,OKC,NZB,110,84,19-20
0011900033,20191010/MACPOR,2019-10-10,22:00:00,,Moda Center,Portland,3,Final,1610612757,93,POR,MAC,104,68,19-20
0011900034,20191010/PHXSAC,2019-10-10,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612756,SAC,PHX,105,88,19-20
0011900035,20191010/MINGSW,2019-10-10,22:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612750,GSW,MIN,143,123,19-20
0011900036,20191010/DENLAC,2019-10-10,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612743,LAC,DEN,91,111,19-20
0011900037,20191011/CLEDET,2019-10-11,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612739,DET,CLE,109,105,19-20
0011900038,20191011/CHIIND,2019-10-11,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612741,IND,CHI,105,87,19-20
0011900039,20191011/BOSORL,2019-10-11,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612738,ORL,BOS,75,100,19-20
0011900040,20191011/PHICHA,2019-10-11,19:30:00,,Lawrence Joel Coliseum,Winston Salem,3,Final,1610612766,1610612755,CHA,PHI,87,100,19-20
0011900041,20191011/WASNYK,2019-10-11,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612764,NYK,WAS,99,115,19-20
0011900042,20191011/UTANOP,2019-10-11,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612762,NOP,UTA,128,127,19-20
0011900043,20191011/MILDAL,2019-10-11,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612749,DAL,MIL,111,118,19-20
0011900044,20191012/LALBKN,2019-10-12,07:30:00,,Shenzhen Universiade Center,"Shenzhen, China",3,Final,1610612751,1610612747,BKN,LAL,91,77,19-20
0011900045,20191012/PHXPOR,2019-10-12,20:00:00,,Moda Center,Portland,3,Final,1610612757,1610612756,POR,PHX,118,134,19-20
0011900046,20191013/CLEBOS,2019-10-13,15:00:00,,TD Garden,Boston,3,Final,1610612738,1610612739,BOS,CLE,118,72,19-20
0011900047,20191013/MELLAC,2019-10-13,15:30:00,,Staples Center,Los Angeles,3,Final,1610612746,15016,LAC,MEL,118,100,19-20
0011900048,20191013/NOPSAS,2019-10-13,16:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612740,SAS,NOP,114,123,19-20
0011900049,20191013/PHIORL,2019-10-13,18:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612755,ORL,PHI,94,126,19-20
0011900050,20191013/CHITOR,2019-10-13,18:00:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612741,TOR,CHI,91,105,19-20
0011900051,20191013/MILWAS,2019-10-13,18:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612749,WAS,MIL,108,115,19-20
0011900052,20191013/MACMIN,2019-10-13,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,93,MIN,MAC,131,101,19-20
0011900053,20191014/ATLMIA,2019-10-14,19:30:00,,American Airlines Arena,Miami,3,Final,1610612748,1610612737,MIA,ATL,120,87,19-20
0011900054,20191014/CHAMEM,2019-10-14,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612766,MEM,CHA,99,120,19-20
0011900055,20191014/OKCDAL,2019-10-14,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612760,DAL,OKC,107,70,19-20
0011900057,20191014/SACUTA,2019-10-14,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612758,UTA,SAC,115,128,19-20
0011900056,20191014/DENPHX,2019-10-14,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612743,PHX,DEN,102,107,19-20
0011900058,20191014/GSWLAL,2019-10-14,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612744,LAL,GSW,104,98,19-20
0011900059,20191015/BOSCLE,2019-10-15,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612738,CLE,BOS,95,118,19-20
0011900060,20191015/MININD,2019-10-15,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612750,IND,MIN,111,119,19-20
0011900061,20191015/DETPHI,2019-10-15,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612765,PHI,DET,106,86,19-20
0011900062,20191016/DETCHA,2019-10-16,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612765,CHA,DET,110,116,19-20
0011900063,20191016/ATLNYK,2019-10-16,20:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612737,NYK,ATL,96,100,19-20
0011900064,20191016/SASHOU,2019-10-16,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612759,HOU,SAS,114,128,19-20
0011900065,20191016/MEMOKC,2019-10-16,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612763,OKC,MEM,119,124,19-20
0011900066,20191016/PORUTA,2019-10-16,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612757,UTA,POR,118,126,19-20
0011900067,20191016/MELSAC,2019-10-16,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,15016,SAC,MEL,124,110,19-20
0011900068,20191016/GSWLAL,2019-10-16,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612744,LAL,GSW,126,93,19-20
0011900069,20191017/MIAORL,2019-10-17,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612748,ORL,MIA,98,107,19-20
0011900070,20191017/ATLCHI,2019-10-17,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612737,CHI,ATL,111,93,19-20
0011900071,20191017/MINMIL,2019-10-17,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612750,MIL,MIN,118,96,19-20
0011900072,20191017/PORDEN,2019-10-17,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612757,DEN,POR,110,104,19-20
0011900073,20191017/DALLAC,2019-10-17,22:30:00,,Rogers Arena,Vancouver,3,Final,1610612746,1610612742,LAC,DAL,87,102,19-20
0011900074,20191018/WASPHI,2019-10-18,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612764,PHI,WAS,93,112,19-20
0011900075,20191018/TORBKN,2019-10-18,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612761,BKN,TOR,107,123,19-20
0011900076,20191018/HOUMIA,2019-10-18,20:00:00,,American Airlines Arena,Miami,3,Final,1610612748,1610612745,MIA,HOU,133,144,19-20
0011900077,20191018/NOPNYK,2019-10-18,20:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612740,NYK,NOP,116,117,19-20
0011900078,20191018/MEMSAS,2019-10-18,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612763,SAS,MEM,104,91,19-20
0011900079,20191018/LALGSW,2019-10-18,22:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612747,GSW,LAL,124,103,19-20
0021900001,20191022/NOPTOR,2019-10-22,20:00:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612740,TOR,NOP,130,122,19-20
0021900002,20191022/LALLAC,2019-10-22,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612747,LAC,LAL,112,102,19-20
0021900003,20191023/CHICHA,2019-10-23,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612741,CHA,CHI,126,125,19-20
0021900004,20191023/DETIND,2019-10-23,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612765,IND,DET,110,119,19-20
0021900005,20191023/CLEORL,2019-10-23,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612739,ORL,CLE,94,85,19-20
0021900006,20191023/MINBKN,2019-10-23,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612750,BKN,MIN,126,127,19-20
0021900007,20191023/MEMMIA,2019-10-23,19:30:00,,American Airlines Arena,Miami,3,Final,1610612748,1610612763,MIA,MEM,120,101,19-20
0021900008,20191023/BOSPHI,2019-10-23,19:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612738,PHI,BOS,107,93,19-20
0021900009,20191023/WASDAL,2019-10-23,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612764,DAL,WAS,108,100,19-20
0021900010,20191023/NYKSAS,2019-10-23,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612752,SAS,NYK,120,111,19-20
0021900011,20191023/OKCUTA,2019-10-23,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612760,UTA,OKC,100,95,19-20
0021900012,20191023/SACPHX,2019-10-23,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612758,PHX,SAC,124,95,19-20
0021900013,20191023/DENPOR,2019-10-23,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612743,POR,DEN,100,108,19-20
0021900014,20191024/ATLDET,2019-10-24,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612737,DET,ATL,100,117,19-20
0021900015,20191024/MILHOU,2019-10-24,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612749,HOU,MIL,111,117,19-20
0021900016,20191024/LACGSW,2019-10-24,22:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612746,GSW,LAC,122,141,19-20
0021900017,20191025/TORBOS,2019-10-25,19:00:00,,TD Garden,Boston,3,Final,1610612738,1610612761,BOS,TOR,112,106,19-20
0021900018,20191025/MINCHA,2019-10-25,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612750,CHA,MIN,99,121,19-20
0021900019,20191025/NYKBKN,2019-10-25,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612752,BKN,NYK,113,109,19-20
0021900020,20191025/CHIMEM,2019-10-25,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612741,MEM,CHI,102,110,19-20
0021900021,20191025/DALNOP,2019-10-25,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612742,NOP,DAL,116,123,19-20
0021900022,20191025/WASOKC,2019-10-25,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612764,OKC,WAS,85,97,19-20
0021900023,20191025/PHXDEN,2019-10-25,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612756,DEN,PHX,108,107,19-20
0021900024,20191025/PORSAC,2019-10-25,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612757,SAC,POR,112,122,19-20
0021900025,20191025/UTALAL,2019-10-25,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612762,LAL,UTA,95,86,19-20
0021900026,20191026/MIAMIL,2019-10-26,17:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612748,MIL,MIA,126,131,19-20
0021900027,20191026/PHIDET,2019-10-26,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612755,DET,PHI,111,117,19-20
0021900028,20191026/ORLATL,2019-10-26,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612753,ATL,ORL,103,99,19-20
0021900029,20191026/BOSNYK,2019-10-26,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612738,NYK,BOS,95,118,19-20
0021900030,20191026/INDCLE,2019-10-26,20:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612754,CLE,IND,110,99,19-20
0021900031,20191026/TORCHI,2019-10-26,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612761,CHI,TOR,84,108,19-20
0021900032,20191026/NOPHOU,2019-10-26,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612740,HOU,NOP,126,123,19-20
0021900033,20191026/WASSAS,2019-10-26,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612764,SAS,WAS,124,122,19-20
0021900034,20191026/SACUTA,2019-10-26,21:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612758,UTA,SAC,113,81,19-20
0021900035,20191026/LACPHX,2019-10-26,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612746,PHX,LAC,130,122,19-20
0021900036,20191027/GSWOKC,2019-10-27,15:30:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612744,OKC,GSW,120,92,19-20
0021900037,20191027/BKNMEM,2019-10-27,18:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612751,MEM,BKN,134,133,19-20
0021900038,20191027/PORDAL,2019-10-27,19:00:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612757,DAL,POR,119,121,19-20
0021900039,20191027/MIAMIN,2019-10-27,19:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612748,MIN,MIA,116,109,19-20
0021900040,20191027/CHALAL,2019-10-27,21:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612766,LAL,CHA,120,101,19-20
0021900041,20191028/INDDET,2019-10-28,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612754,DET,IND,96,94,19-20
0021900042,20191028/CHINYK,2019-10-28,19:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612741,NYK,CHI,105,98,19-20
0021900043,20191028/PHIATL,2019-10-28,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612755,ATL,PHI,103,105,19-20
0021900044,20191028/ORLTOR,2019-10-28,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612753,TOR,ORL,104,95,19-20
0021900045,20191028/OKCHOU,2019-10-28,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612760,HOU,OKC,116,112,19-20
0021900046,20191028/CLEMIL,2019-10-28,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612739,MIL,CLE,129,112,19-20
0021900047,20191028/GSWNOP,2019-10-28,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612744,NOP,GSW,123,134,19-20
0021900048,20191028/PORSAS,2019-10-28,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612757,SAS,POR,113,110,19-20
0021900049,20191028/UTAPHX,2019-10-28,22:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612762,PHX,UTA,95,96,19-20
0021900050,20191028/DENSAC,2019-10-28,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612743,SAC,DEN,94,101,19-20
0021900051,20191028/CHALAC,2019-10-28,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612766,LAC,CHA,111,96,19-20
0021900052,20191029/ATLMIA,2019-10-29,19:30:00,,American Airlines Arena,Miami,3,Final,1610612748,1610612737,MIA,ATL,112,97,19-20
0021900053,20191029/DALDEN,2019-10-29,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612742,DEN,DAL,106,109,19-20
0021900054,20191029/MEMLAL,2019-10-29,22:30:00,,Staples Center,Los Angeles,3,Final,1610612747,1610612763,LAL,MEM,120,91,19-20
0021900055,20191030/CHICLE,2019-10-30,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612741,CLE,CHI,117,111,19-20
0021900056,20191030/NYKORL,2019-10-30,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612752,ORL,NYK,95,83,19-20
0021900057,20191030/MINPHI,2019-10-30,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612750,PHI,MIN,117,95,19-20
0021900058,20191030/MILBOS,2019-10-30,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612749,BOS,MIL,116,105,19-20
0021900059,20191030/INDBKN,2019-10-30,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612754,BKN,IND,108,118,19-20
0021900060,20191030/DETTOR,2019-10-30,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612765,TOR,DET,125,113,19-20
0021900061,20191030/HOUWAS,2019-10-30,20:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612745,WAS,HOU,158,159,19-20
0021900062,20191030/POROKC,2019-10-30,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612757,OKC,POR,99,102,19-20
0021900063,20191030/LACUTA,2019-10-30,22:00:00,,Vivint Smart Home Arena,Salt Lake City,3,Final,1610612762,1610612746,UTA,LAC,110,96,19-20
0021900064,20191030/CHASAC,2019-10-30,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612766,SAC,CHA,111,118,19-20
0021900065,20191030/PHXGSW,2019-10-30,22:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612756,GSW,PHX,110,121,19-20
0021900066,20191031/MIAATL,2019-10-31,19:00:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612748,ATL,MIA,97,106,19-20
0021900067,20191031/DENNOP,2019-10-31,21:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612743,NOP,DEN,122,107,19-20
0021900068,20191031/SASLAC,2019-10-31,22:30:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612759,LAC,SAS,103,97,19-20
0021900069,20191101/HOUBKN,2019-11-01,19:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612745,BKN,HOU,123,116,19-20
0021900070,20191101/CLEIND,2019-11-01,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612739,IND,CLE,102,95,19-20
0021900071,20191101/MILORL,2019-11-01,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612749,ORL,MIL,91,123,19-20
0021900072,20191101/NYKBOS,2019-11-01,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612752,BOS,NYK,104,102,19-20
0021900073,20191101/DETCHI,2019-11-01,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612765,CHI,DET,112,106,19-20
0021900074,20191101/LALDAL,2019-11-01,21:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612747,DAL,LAL,110,119,19-20
0021900075,20191101/UTASAC,2019-11-01,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612762,SAC,UTA,102,101,19-20
0021900076,20191101/SASGSW,2019-11-01,22:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612759,GSW,SAS,110,127,19-20
0021900077,20191102/NOPOKC,2019-11-02,17:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612740,OKC,NOP,115,104,19-20
0021900078,20191102/BKNDET,2019-11-02,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612751,DET,BKN,113,109,19-20
0021900079,20191102/DENORL,2019-11-02,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612743,ORL,DEN,87,91,19-20
0021900080,20191102/MINWAS,2019-11-02,20:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612750,WAS,MIN,109,131,19-20
0021900081,20191102/PHXMEM,2019-11-02,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612756,MEM,PHX,105,114,19-20
0021900082,20191102/TORMIL,2019-11-02,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612761,MIL,TOR,115,105,19-20
0021900083,20191102/CHAGSW,2019-11-02,20:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612766,GSW,CHA,87,93,19-20
0021900084,20191102/PHIPOR,2019-11-02,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612755,POR,PHI,128,129,19-20
0021900085,20191103/CHIIND,2019-11-03,17:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612741,IND,CHI,108,95,19-20
0021900086,20191103/HOUMIA,2019-11-03,18:00:00,,American Airlines Arena,Miami,3,Final,1610612748,1610612745,MIA,HOU,129,100,19-20
0021900087,20191103/SACNYK,2019-11-03,18:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612758,NYK,SAC,92,113,19-20
0021900088,20191103/LALSAS,2019-11-03,19:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612747,SAS,LAL,96,103,19-20
0021900089,20191103/DALCLE,2019-11-03,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612742,CLE,DAL,111,131,19-20
0021900090,20191103/UTALAC,2019-11-03,21:00:00,,Staples Center,Los Angeles,3,Final,1610612746,1610612762,LAC,UTA,105,94,19-20
0021900091,20191104/DETWAS,2019-11-04,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612765,WAS,DET,115,99,19-20
0021900092,20191104/NOPBKN,2019-11-04,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612740,BKN,NOP,135,125,19-20
0021900093,20191104/HOUMEM,2019-11-04,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612745,MEM,HOU,100,107,19-20
0021900094,20191104/MILMIN,2019-11-04,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612749,MIN,MIL,106,134,19-20
0021900095,20191104/PHIPHX,2019-11-04,21:00:00,,Talking Stick Resort Arena,Phoenix,3,Final,1610612756,1610612755,PHX,PHI,114,109,19-20
0021900096,20191104/PORGSW,2019-11-04,22:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612757,GSW,POR,127,118,19-20
0021900097,20191105/INDCHA,2019-11-05,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612754,CHA,IND,122,120,19-20
0021900098,20191105/BOSCLE,2019-11-05,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612738,CLE,BOS,113,119,19-20
0021900099,20191105/SASATL,2019-11-05,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612759,ATL,SAS,108,100,19-20
0021900100,20191105/LALCHI,2019-11-05,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612747,CHI,LAL,112,118,19-20
0021900101,20191105/ORLOKC,2019-11-05,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612753,OKC,ORL,102,94,19-20
0021900102,20191105/MIADEN,2019-11-05,21:00:00,,Pepsi Center,Denver,3,Final,1610612743,1610612748,DEN,MIA,109,89,19-20
0021900103,20191106/NYKDET,2019-11-06,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612752,DET,NYK,122,102,19-20
0021900104,20191106/WASIND,2019-11-06,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612764,IND,WAS,121,106,19-20
0021900105,20191106/CHIATL,2019-11-06,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612741,ATL,CHI,93,113,19-20
0021900106,20191106/SACTOR,2019-11-06,19:30:00,,Scotiabank Arena,Toronto,3,Final,1610612761,1610612758,TOR,SAC,124,120,19-20
0021900107,20191106/GSWHOU,2019-11-06,19:30:00,,Toyota Center,Houston,3,Final,1610612745,1610612744,HOU,GSW,129,112,19-20
