gid,gcode,etdate,ettime,seri,an,ac,st,stt,h.tid,v.tid,h.ta,v.ta,h.s,v.s,seas
0022000589,20210313/MILWAS,2021-03-13,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612749,WAS,MIL,119,125,20-21
0022000590,20210313/SACATL,2021-03-13,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612758,ATL,SAC,121,106,20-21
0022000591,20210313/PORMIN,2021-03-13,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612757,MIN,POR,121,125,20-21
0022000194,20210313/INDPHX,2021-03-13,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612754,PHX,IND,111,122,20-21
0022000592,20210313/DALDEN,2021-03-13,22:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612742,DEN,DAL,103,116,20-21
0022000593,20210314/MEMOKC,2021-03-14,14:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612763,OKC,MEM,128,122,20-21
0022000594,20210314/UTAGSW,2021-03-14,16:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612762,GSW,UTA,131,119,20-21
0022000595,20210314/SASPHI,2021-03-14,18:30:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612759,PHI,SAS,134,99,20-21
0022000596,20210314/MIAORL,2021-03-14,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612748,ORL,MIA,97,102,20-21
0022000597,20210314/CLEATL,2021-03-14,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612739,ATL,CLE,100,82,20-21
0022000598,20210314/BOSHOU,2021-03-14,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612738,HOU,BOS,107,134,20-21
0022000599,20210314/PORMIN,2021-03-14,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612757,MIN,POR,114,112,20-21
0022000600,20210314/TORCHI,2021-03-14,21:00:00,,United Center,Chicago,3,Final,1610612741,1610612761,CHI,TOR,118,95,20-21
0022000601,20210314/LACNOP,2021-03-14,21:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612746,NOP,LAC,135,115,20-21
0022000602,20210315/SACCHA,2021-03-15,19:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612758,CHA,SAC,122,116,20-21
0022000603,20210315/MILWAS,2021-03-15,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612749,WAS,MIL,122,133,20-21
0022000428,20210315/SASDET,2021-03-15,20:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612759,DET,SAS,99,109,20-21
0022000604,20210315/NYKBKN,2021-03-15,20:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612752,BKN,NYK,117,112,20-21
0022000605,20210315/LACDAL,2021-03-15,21:00:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612746,DAL,LAC,99,109,20-21
0022000606,20210315/INDDEN,2021-03-15,22:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612754,DEN,IND,121,106,20-21
0022000607,20210315/MEMPHX,2021-03-15,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612763,PHX,MEM,122,99,20-21
0022000608,20210315/LALGSW,2021-03-15,22:30:00,,Chase Center,San Francisco,3,Final,1610612744,1610612747,GSW,LAL,97,128,20-21
0022000609,20210316/UTABOS,2021-03-16,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612762,BOS,UTA,109,117,20-21
0022000610,20210316/CLEMIA,2021-03-16,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612739,MIA,CLE,113,98,20-21
0022000611,20210316/NYKPHI,2021-03-16,20:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612752,PHI,NYK,99,96,20-21
0022000612,20210316/OKCCHI,2021-03-16,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612760,CHI,OKC,123,102,20-21
0022000613,20210316/ATLHOU,2021-03-16,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612737,HOU,ATL,107,119,20-21
0022000614,20210316/NOPPOR,2021-03-16,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612740,POR,NOP,125,124,20-21
0022000615,20210316/MINLAL,2021-03-16,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612750,LAL,MIN,137,121,20-21
0022000616,20210317/TORDET,2021-03-17,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612761,DET,TOR,116,112,20-21
0022000617,20210317/BKNIND,2021-03-17,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612751,IND,BKN,115,124,20-21
0022000618,20210317/MILPHI,2021-03-17,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612749,PHI,MIL,105,109,20-21
0022000619,20210317/SACWAS,2021-03-17,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612758,WAS,SAC,119,121,20-21
0022000620,20210317/BOSCLE,2021-03-17,20:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612738,CLE,BOS,117,110,20-21
0022000621,20210317/SASCHI,2021-03-17,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612759,CHI,SAS,99,106,20-21
0022000622,20210317/GSWHOU,2021-03-17,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612744,HOU,GSW,94,108,20-21
0022000623,20210317/MIAMEM,2021-03-17,21:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612748,MEM,MIA,89,85,20-21
0022000624,20210317/CHADEN,2021-03-17,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612766,DEN,CHA,129,104,20-21
0022000625,20210317/LACDAL,2021-03-17,21:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612746,DAL,LAC,105,89,20-21
0022000166,20210318/UTAWAS,2021-03-18,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612762,WAS,UTA,131,122,20-21
0022000626,20210318/OKCATL,2021-03-18,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612760,ATL,OKC,116,93,20-21
0022000627,20210318/ORLNYK,2021-03-18,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612753,NYK,ORL,94,93,20-21
0022000628,20210318/MINPHX,2021-03-18,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612750,PHX,MIN,119,123,20-21
0022000629,20210318/NOPPOR,2021-03-18,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612740,POR,NOP,101,93,20-21
0022000630,20210318/CHALAL,2021-03-18,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612766,LAL,CHA,116,105,20-21
0022000435,20210319/SASCLE,2021-03-19,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612759,CLE,SAS,110,116,20-21
0022000631,20210319/SACBOS,2021-03-19,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612758,BOS,SAC,96,107,20-21
0022000632,20210319/INDMIA,2021-03-19,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612754,MIA,IND,110,137,20-21
0022000633,20210319/BKNORL,2021-03-19,20:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612751,ORL,BKN,121,113,20-21
0022000634,20210319/UTATOR,2021-03-19,20:00:00,,Amalie Arena,Tampa,3,Final,1610612761,1610612762,TOR,UTA,112,115,20-21
0022000635,20210319/DETHOU,2021-03-19,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612765,HOU,DET,100,113,20-21
0022000636,20210319/GSWMEM,2021-03-19,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612744,MEM,GSW,103,116,20-21
0022000637,20210319/CHIDEN,2021-03-19,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612741,DEN,CHI,131,127,20-21
0022000638,20210319/MINPHX,2021-03-19,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612750,PHX,MIN,113,101,20-21
0022000639,20210319/DALPOR,2021-03-19,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612742,POR,DAL,125,119,20-21
0022000640,20210320/ATLLAL,2021-03-20,15:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612737,LAL,ATL,94,99,20-21
0022000641,20210320/SACPHI,2021-03-20,20:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612758,PHI,SAC,129,105,20-21
0022000642,20210320/GSWMEM,2021-03-20,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612744,MEM,GSW,111,103,20-21
0022000643,20210320/SASMIL,2021-03-20,21:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612759,MIL,SAS,120,113,20-21
0022000644,20210320/CHALAC,2021-03-20,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612766,LAC,CHA,125,98,20-21
0022000645,20210321/INDMIA,2021-03-21,13:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612754,MIA,IND,106,109,20-21
0022000016,20210321/OKCHOU,2021-03-21,14:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612760,HOU,OKC,112,114,20-21
0022000646,20210321/NOPDEN,2021-03-21,15:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612740,DEN,NOP,108,113,20-21
0022000167,20210321/ORLBOS,2021-03-21,15:30:00,,TD Garden,Boston,3,Final,1610612738,1610612753,BOS,ORL,112,96,20-21
0022000647,20210321/WASBKN,2021-03-21,19:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612764,BKN,WAS,113,106,20-21
0022000648,20210321/TORCLE,2021-03-21,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612761,CLE,TOR,116,105,20-21
0022000649,20210321/CHIDET,2021-03-21,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612741,DET,CHI,86,100,20-21
0022000650,20210321/PHINYK,2021-03-21,20:00:00,,Madison Square Garden,New York,3,Final,1610612752,1610612755,NYK,PHI,100,101,20-21
0022000651,20210321/LALPHX,2021-03-21,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612747,PHX,LAL,111,94,20-21
0022000652,20210321/DALPOR,2021-03-21,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612742,POR,DAL,92,132,20-21
0022000653,20210322/SACCLE,2021-03-22,19:30:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612758,CLE,SAC,105,119,20-21
0022000654,20210322/OKCMIN,2021-03-22,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612760,MIN,OKC,103,112,20-21
0022000655,20210322/CHASAS,2021-03-22,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612766,SAS,CHA,97,100,20-21
0022000656,20210322/UTACHI,2021-03-22,21:00:00,,United Center,Chicago,3,Final,1610612741,1610612762,CHI,UTA,95,120,20-21
0022000657,20210322/TORHOU,2021-03-22,21:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612761,HOU,TOR,117,99,20-21
0022000658,20210322/BOSMEM,2021-03-22,21:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612738,MEM,BOS,132,126,20-21
0022000659,20210322/INDMIL,2021-03-22,21:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612754,MIL,IND,140,113,20-21
0022000660,20210322/ATLLAC,2021-03-22,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612737,LAC,ATL,119,110,20-21
0022000661,20210323/DENORL,2021-03-23,19:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612743,ORL,DEN,99,110,20-21
0022000662,20210323/WASNYK,2021-03-23,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612764,NYK,WAS,131,113,20-21
0022000663,20210323/LALNOP,2021-03-23,19:30:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612747,NOP,LAL,128,111,20-21
0022000664,20210323/PHXMIA,2021-03-23,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612756,MIA,PHX,100,110,20-21
0022000665,20210323/PHIGSW,2021-03-23,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612755,GSW,PHI,98,108,20-21
0022000666,20210323/BKNPOR,2021-03-23,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612751,POR,BKN,112,116,20-21
0022000667,20210324/DETIND,2021-03-24,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612765,IND,DET,116,111,20-21
0022000668,20210324/DENTOR,2021-03-24,19:30:00,,Amalie Arena,Tampa,3,Final,1610612761,1610612743,TOR,DEN,135,111,20-21
0022000669,20210324/BOSMIL,2021-03-24,19:30:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612738,MIL,BOS,121,119,20-21
0022000670,20210324/PHXORL,2021-03-24,20:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612756,ORL,PHX,112,111,20-21
0022000671,20210324/CLECHI,2021-03-24,20:00:00,,United Center,Chicago,3,Final,1610612741,1610612739,CHI,CLE,94,103,20-21
0022000672,20210324/CHAHOU,2021-03-24,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612766,HOU,CHA,97,122,20-21
0022000673,20210324/DALMIN,2021-03-24,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612742,MIN,DAL,108,128,20-21
0022000674,20210324/MEMOKC,2021-03-24,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612763,OKC,MEM,107,116,20-21
0022000675,20210324/LACSAS,2021-03-24,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612746,SAS,LAC,101,134,20-21
0022000676,20210324/BKNUTA,2021-03-24,22:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612751,UTA,BKN,118,88,20-21
0022000677,20210324/ATLSAC,2021-03-24,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612737,SAC,ATL,110,108,20-21
0022000678,20210325/PORMIA,2021-03-25,19:30:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612757,MIA,POR,122,125,20-21
0022000679,20210325/WASNYK,2021-03-25,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612764,NYK,WAS,106,102,20-21
0022000680,20210325/LACSAS,2021-03-25,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612746,SAS,LAC,85,98,20-21
0022000681,20210325/PHILAL,2021-03-25,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612755,LAL,PHI,101,109,20-21
0022000682,20210325/GSWSAC,2021-03-25,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612744,SAC,GSW,141,119,20-21
0022000683,20210326/BKNDET,2021-03-26,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612751,DET,BKN,111,113,20-21
0022000684,20210326/PHXTOR,2021-03-26,19:30:00,,Amalie Arena,Tampa,3,Final,1610612761,1610612756,TOR,PHX,100,104,20-21
0022000685,20210326/BOSMIL,2021-03-26,19:30:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612738,MIL,BOS,114,122,20-21
0022000686,20210326/MIACHA,2021-03-26,20:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612748,CHA,MIA,110,105,20-21
0022000687,20210326/PORORL,2021-03-26,20:00:00,,Amway Center,Orlando,3,Final,1610612753,1610612757,ORL,POR,105,112,20-21
0022000688,20210326/HOUMIN,2021-03-26,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612745,MIN,HOU,107,101,20-21
0022000689,20210326/DENNOP,2021-03-26,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612743,NOP,DEN,108,113,20-21
0022000690,20210326/INDDAL,2021-03-26,20:30:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612754,DAL,IND,94,109,20-21
0022000691,20210326/MEMUTA,2021-03-26,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612763,UTA,MEM,117,114,20-21
0022000692,20210326/ATLGSW,2021-03-26,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612737,GSW,ATL,108,124,20-21
0022000693,20210326/CLELAL,2021-03-26,22:30:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612739,LAL,CLE,100,86,20-21
0022000694,20210327/DETWAS,2021-03-27,20:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612765,WAS,DET,106,92,20-21
0022000695,20210327/NYKMIL,2021-03-27,20:00:00,,Fiserv Forum,Milwaukee,3,Final,1610612749,1610612752,MIL,NYK,96,102,20-21
0022000696,20210327/HOUMIN,2021-03-27,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612745,MIN,HOU,107,129,20-21
0022000697,20210327/CHISAS,2021-03-27,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612741,SAS,CHI,120,104,20-21
0022000698,20210327/DALNOP,2021-03-27,21:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612742,NOP,DAL,112,103,20-21
0022000699,20210327/BOSOKC,2021-03-27,21:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612738,OKC,BOS,94,111,20-21
0022000700,20210327/MEMUTA,2021-03-27,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612763,UTA,MEM,126,110,20-21
0022000701,20210327/PHILAC,2021-03-27,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612755,LAC,PHI,122,112,20-21
0022000702,20210327/CLESAC,2021-03-27,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612739,SAC,CLE,100,98,20-21
0022000703,20210328/PHXCHA,2021-03-28,13:00:00,,Spectrum Center,Charlotte,3,Final,1610612766,1610612756,CHA,PHX,97,101,20-21
0022000704,20210328/PORTOR,2021-03-28,19:00:00,,Amalie Arena,Tampa,3,Final,1610612761,1610612757,TOR,POR,117,122,20-21
0022000705,20210328/ATLDEN,2021-03-28,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612737,DEN,ATL,126,102,20-21
0022000706,20210328/ORLLAL,2021-03-28,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612753,LAL,ORL,96,93,20-21
0022000707,20210329/INDWAS,2021-03-29,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612754,WAS,IND,132,124,20-21
0022000708,20210329/NOPBOS,2021-03-29,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612740,BOS,NOP,109,115,20-21
0022000709,20210329/MINBKN,2021-03-29,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612750,BKN,MIN,112,107,20-21
0022000710,20210329/MIANYK,2021-03-29,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612748,NYK,MIA,88,98,20-21
0022000711,20210329/TORDET,2021-03-29,20:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612761,DET,TOR,118,104,20-21
0022000712,20210329/MEMHOU,2021-03-29,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612763,HOU,MEM,110,120,20-21
0022000713,20210329/DALOKC,2021-03-29,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612742,OKC,DAL,106,127,20-21
0022000714,20210329/SACSAS,2021-03-29,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612758,SAS,SAC,115,132,20-21
0022000715,20210329/CLEUTA,2021-03-29,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612739,UTA,CLE,114,75,20-21
0022000716,20210329/CHIGSW,2021-03-29,22:00:00,,Chase Center,San Francisco,3,Final,1610612744,1610612741,GSW,CHI,116,102,20-21
0022000717,20210329/MILLAC,2021-03-29,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612749,LAC,MIL,129,105,20-21
0022000718,20210330/CHAWAS,2021-03-30,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612766,WAS,CHA,104,114,20-21
0022000719,20210330/PHIDEN,2021-03-30,21:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612755,DEN,PHI,104,95,20-21
0022000171,20210330/ATLPHX,2021-03-30,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612737,PHX,ATL,117,110,20-21
0022000720,20210330/ORLLAC,2021-03-30,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612753,LAC,ORL,96,103,20-21
0022000721,20210331/PORDET,2021-03-31,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612757,DET,POR,101,124,20-21
0022000722,20210331/MIAIND,2021-03-31,19:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612748,IND,MIA,87,92,20-21
0022000723,20210331/DALBOS,2021-03-31,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612742,BOS,DAL,108,113,20-21
0022000724,20210331/HOUBKN,2021-03-31,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612745,BKN,HOU,120,108,20-21
0022000725,20210331/UTAMEM,2021-03-31,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612762,MEM,UTA,107,111,20-21
0022000726,20210331/NYKMIN,2021-03-31,20:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612752,MIN,NYK,102,101,20-21
0022000727,20210331/TOROKC,2021-03-31,20:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612761,OKC,TOR,113,103,20-21
0022000728,20210331/SACSAS,2021-03-31,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612758,SAS,SAC,120,106,20-21
0022000729,20210331/MILLAL,2021-03-31,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612747,1610612749,LAL,MIL,97,112,20-21
0022000730,20210331/CHIPHX,2021-03-31,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612741,PHX,CHI,121,116,20-21
0022000179,20210401/WASDET,2021-04-01,19:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612764,DET,WAS,120,91,20-21
0022000731,20210401/PHICLE,2021-04-01,19:00:00,,Rocket Mortgage FieldHouse,Cleveland,3,Final,1610612739,1610612755,CLE,PHI,94,114,20-21
0022000732,20210401/CHABKN,2021-04-01,19:30:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612766,BKN,CHA,111,89,20-21
0022000733,20210401/GSWMIA,2021-04-01,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612744,MIA,GSW,116,109,20-21
0022000734,20210401/ORLNOP,2021-04-01,20:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612753,NOP,ORL,110,115,20-21
0022000735,20210401/ATLSAS,2021-04-01,20:30:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612737,SAS,ATL,129,134,20-21
0022000736,20210401/DENLAC,2021-04-01,22:00:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612743,LAC,DEN,94,101,20-21
0022000737,20210402/GSWTOR,2021-04-02,19:00:00,,Amalie Arena,Tampa,3,Final,1610612761,1610612744,TOR,GSW,130,77,20-21
0022000738,20210402/HOUBOS,2021-04-02,19:30:00,,TD Garden,Boston,3,Final,1610612738,1610612745,BOS,HOU,118,102,20-21
0022000739,20210402/DALNYK,2021-04-02,19:30:00,,Madison Square Garden,New York,3,Final,1610612752,1610612742,NYK,DAL,86,99,20-21
0022000740,20210402/CHAIND,2021-04-02,20:00:00,,Bankers Life Fieldhouse,Indianapolis,3,Final,1610612754,1610612766,IND,CHA,97,114,20-21
0022000741,20210402/MINMEM,2021-04-02,20:00:00,,FedExForum,Memphis,3,Final,1610612763,1610612750,MEM,MIN,120,108,20-21
0022000742,20210402/ATLNOP,2021-04-02,21:00:00,,Smoothie King Center,New Orleans,3,Final,1610612740,1610612737,NOP,ATL,103,126,20-21
0022000743,20210402/CHIUTA,2021-04-02,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612741,UTA,CHI,113,106,20-21
0022000744,20210402/OKCPHX,2021-04-02,22:00:00,,Phoenix Suns Arena,Phoenix,3,Final,1610612756,1610612760,PHX,OKC,140,103,20-21
0022000745,20210402/MILPOR,2021-04-02,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612749,POR,MIL,109,127,20-21
0022000746,20210402/LALSAC,2021-04-02,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612747,SAC,LAL,94,115,20-21
0022000747,20210403/DALWAS,2021-04-03,19:00:00,,Capital One Arena,Washington,3,Final,1610612764,1610612742,WAS,DAL,87,109,20-21
0022000748,20210403/NYKDET,2021-04-03,20:00:00,,Little Caesars Arena,Detroit,3,Final,1610612765,1610612752,DET,NYK,81,125,20-21
0022000749,20210403/CLEMIA,2021-04-03,20:00:00,,AmericanAirlines Arena,Miami,3,Final,1610612748,1610612739,MIA,CLE,115,101,20-21
0022000750,20210403/MINPHI,2021-04-03,20:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612750,PHI,MIN,122,113,20-21
0022000751,20210403/INDSAS,2021-04-03,21:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612754,SAS,IND,133,139,20-21
0022000752,20210403/ORLUTA,2021-04-03,21:00:00,,Vivint Arena,Salt Lake City,3,Final,1610612762,1610612753,UTA,ORL,137,91,20-21
0022000753,20210403/OKCPOR,2021-04-03,22:00:00,,Moda Center,Portland,3,Final,1610612757,1610612760,POR,OKC,133,85,20-21
0022000754,20210403/MILSAC,2021-04-03,22:00:00,,Golden 1 Center,Sacramento,3,Final,1610612758,1610612749,SAC,MIL,128,129,20-21
0022000755,20210404/BKNCHI,2021-04-04,14:00:00,,United Center,Chicago,3,Final,1610612741,1610612751,CHI,BKN,115,107,20-21
0022000756,20210404/LALLAC,2021-04-04,15:30:00,,STAPLES Center,Los Angeles,3,Final,1610612746,1610612747,LAC,LAL,104,86,20-21
0022000757,20210404/CHABOS,2021-04-04,18:00:00,,TD Garden,Boston,3,Final,1610612738,1610612766,BOS,CHA,116,86,20-21
0022000758,20210404/MEMPHI,2021-04-04,19:00:00,,Wells Fargo Center,Philadelphia,3,Final,1610612755,1610612763,PHI,MEM,100,116,20-21
0022000759,20210404/GSWATL,2021-04-04,19:30:00,,State Farm Arena,Atlanta,3,Final,1610612737,1610612744,ATL,GSW,117,111,20-21
0022000760,20210404/NOPHOU,2021-04-04,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612740,HOU,NOP,115,122,20-21
0022000761,20210404/ORLDEN,2021-04-04,22:00:00,,Ball Arena,Denver,3,Final,1610612743,1610612753,DEN,ORL,119,109,20-21
0022000762,20210405/NYKBKN,2021-04-05,19:00:00,,Barclays Center,Brooklyn,3,Final,1610612751,1610612752,BKN,NYK,114,112,20-21
0022000763,20210405/WASTOR,2021-04-05,19:00:00,,Amalie Arena,Tampa,3,Final,1610612761,1610612764,TOR,WAS,103,101,20-21
0022000764,20210405/UTADAL,2021-04-05,19:00:00,,American Airlines Center,Dallas,3,Final,1610612742,1610612762,DAL,UTA,111,103,20-21
0022000765,20210405/SACMIN,2021-04-05,19:00:00,,Target Center,Minneapolis,3,Final,1610612750,1610612758,MIN,SAC,116,106,20-21
0022000766,20210405/DETOKC,2021-04-05,19:00:00,,Chesapeake Energy Arena,Oklahoma City,3,Final,1610612760,1610612765,OKC,DET,108,132,20-21
0022000767,20210405/CLESAS,2021-04-05,19:00:00,,AT&T Center,San Antonio,3,Final,1610612759,1610612739,SAS,CLE,101,125,20-21
0022000768,20210405/PHXHOU,2021-04-05,20:00:00,,Toyota Center,Houston,3,Final,1610612745,1610612756,HOU,PHX,130,133,20-21
